"?SalesID","Sales Area","Product Name","Country","State","Quantity","Order Date","Price Paid"
1064608,"Region North 1","Monster Citron","Ireland","South Dublin",36,"2019-03-01","1,008"
1064609,"Region South","Monster Citron","Italy","Abruzzi",123,"2019-03-01","1,15"
1064610,"Region South","Monster Citron","Italy","Apulia",118,"2019-03-01","1,15"
1064611,"Region South","Monster Citron","Italy","Basilicata",122,"2019-03-01","1,15"
1064612,"Region South","Monster Citron","Italy","Calabria",73,"2019-03-01","1,15"
1064613,"Region South","Monster Citron","Italy","Campania",121,"2019-03-01","1,15"
1064614,"Region South","Monster Citron","Italy","Emilia-Romagna",188,"2019-03-01","1,15"
1064615,"Region South","Monster Citron","Italy","Friuli-Venezia Giulia",103,"2019-03-01","1,15"
1064616,"Region South","Monster Citron","Italy","Lazio",123,"2019-03-01","1,15"
1064617,"Region South","Monster Citron","Italy","Liguria",248,"2019-03-01","1,15"
1064618,"Region South","Monster Citron","Italy","Lombardy",230,"2019-03-01","0,92"
1064619,"Region South","Monster Citron","Italy","Marche",115,"2019-03-01","1,15"
1064620,"Region South","Monster Citron","Italy","Piedmont",227,"2019-03-01","1,15"
1064621,"Region South","Monster Citron","Italy","Sardinia",40,"2019-03-01","0,92"
1064622,"Region South","Monster Citron","Italy","Sicily",109,"2019-03-01","1,15"
1064623,"Region South","Monster Citron","Italy","Trentino-Alto Adige",121,"2019-03-01","1,15"
1064624,"Region South","Monster Citron","Italy","Tuscany",157,"2019-03-01","1,15"
1064625,"Region South","Monster Citron","Italy","Umbria",135,"2019-03-01","0,92"
1064626,"Region South","Monster Citron","Italy","Veneto",117,"2019-03-01","1,15"
1064627,"Region South","Monster Citron","Italy","Molise",52,"2019-03-01","1,15"
1064628,"Region West","Monster Citron","Netherlands","Gelderland",45,"2019-03-01","1,49"
1064629,"Region West","Monster Citron","Netherlands","South Holland",72,"2019-03-01","1,192"
1064630,"Region West","Monster Citron","Netherlands","Zeeland",47,"2019-03-01","1,49"
1064631,"Region North 2","Monster Citron","Norway","Akershus",38,"2019-03-01","1,76"
1064632,"Region North 2","Monster Citron","Norway","Hordaland",39,"2019-03-01","1,76"
1064633,"Region North 2","Monster Citron","Norway","Rogaland",35,"2019-03-01","1,408"
1064634,"Region North 2","Monster Citron","Norway","Sør-Trøndelag",31,"2019-03-01","1,408"
1064635,"Region North 2","Monster Citron","Norway","Østfold",18,"2019-03-01","1,76"
1064636,"Region North 2","Monster Citron","Norway","Buskerud",19,"2019-03-01","1,76"
1064637,"Region North 2","Monster Citron","Norway","Møre og Romsdal",21,"2019-03-01","1,408"
1064638,"Region North 2","Monster Citron","Norway","Vestfold",17,"2019-03-01","1,76"
1064639,"Region North 2","Monster Citron","Norway","Nordland",1,"2019-03-01","1,76"
1064640,"Region North 2","Monster Citron","Norway","Hedmark",15,"2019-03-01","1,76"
1064641,"Region North 2","Monster Citron","Norway","Oppland",15,"2019-03-01","1,408"
1064642,"Region North 2","Monster Citron","Norway","Vest-Agder",12,"2019-03-01","1,76"
1064643,"Region South-West","Monster Citron","Portugal","Aveiro",24,"2019-03-01","1,08"
1064644,"Region South-West","Monster Citron","Portugal","Braga",48,"2019-03-01","1,08"
1064645,"Region South-West","Monster Citron","Portugal","Coimbra",23,"2019-03-01","1,08"
1064646,"Region South-West","Monster Citron","Portugal","Lisboa",110,"2019-03-01","1,08"
1064647,"Region South-West","Monster Citron","Portugal","Porto",72,"2019-03-01","1,08"
1064648,"Region South-West","Monster Citron","Portugal","Setúbal",26,"2019-03-01","1,08"
1064649,"Region South-West","Monster Citron","Spain","Andalusía",32,"2019-03-01","1,09"
1064650,"Region South-West","Monster Citron","Spain","Asturias",73,"2019-03-01","1,09"
1064651,"Region South-West","Monster Citron","Spain","Balearic Islands",102,"2019-03-01","1,09"
1064652,"Region South-West","Monster Citron","Spain","Basque Country",38,"2019-03-01","1,09"
1064653,"Region South-West","Monster Citron","Spain","Cantabria",38,"2019-03-01","1,09"
1064654,"Region South-West","Monster Citron","Spain","Castile and León",98,"2019-03-01","1,09"
1064655,"Region South-West","Monster Citron","Spain","Castile-La Mancha",71,"2019-03-01","1,09"
1064656,"Region South-West","Monster Citron","Spain","Catalonia",266,"2019-03-01","1,09"
1064657,"Region South-West","Monster Citron","Spain","Aragon",170,"2019-03-01","1,09"
1064658,"Region South-West","Monster Citron","Spain","Extremadura",38,"2019-03-01","1,09"
1064659,"Region South-West","Monster Citron","Spain","Galicia",143,"2019-03-01","1,09"
1064660,"Region South-West","Monster Citron","Spain","Madrid",214,"2019-03-01","1,09"
1064661,"Region South-West","Monster Citron","Spain","La Rioja",34,"2019-03-01","1,09"
1064662,"Region South-West","Monster Citron","Spain","Murcia",33,"2019-03-01","1,09"
1064663,"Region South-West","Monster Citron","Spain","Navarra",36,"2019-03-01","1,09"
1064664,"Region South-West","Monster Citron","Spain","Valenciana",166,"2019-03-01","1,09"
1064665,"Region North 2","Monster Citron","Sweden","Stockholm",146,"2019-03-01","1,69"
1064666,"Region North 2","Monster Citron","Sweden","Västra Götaland",112,"2019-03-01","1,69"
1064667,"Region North 2","Monster Citron","Sweden","Skåne",107,"2019-03-01","1,352"
1064668,"Region North 2","Monster Citron","Sweden","Östergötland",33,"2019-03-01","1,69"
1064669,"Region North 2","Monster Citron","Sweden","Uppsala",24,"2019-03-01","1,69"
1064670,"Region North 2","Monster Citron","Sweden","Jönköping",30,"2019-03-01","1,352"
1064671,"Region North 2","Monster Citron","Sweden","Halland",3,"2019-03-01","1,352"
1064672,"Region North 2","Monster Citron","Sweden","Örebro",26,"2019-03-01","1,352"
1064673,"Region North 2","Monster Citron","Sweden","Gävleborg",2,"2019-03-01","1,69"
1064674,"Region North 2","Monster Citron","Sweden","Södermanland",21,"2019-03-01","1,69"
1064675,"Region Central","Monster Citron","Switzerland","Basel-Stadt",3,"2019-03-01","1,81"
1064676,"Region Central","Monster Citron","Switzerland","Bern",2,"2019-03-01","1,81"
1064677,"Region Central","Monster Citron","Switzerland","Geneva",1,"2019-03-01","1,81"
1064678,"Region Central","Monster Citron","Switzerland","Lucerne",1,"2019-03-01","1,81"
1064679,"Region Central","Monster Citron","Switzerland","St. Gallen",1,"2019-03-01","1,81"
1064680,"Region Central","Monster Citron","Switzerland","Vaud",1,"2019-03-01","1,448"
1064681,"Region Central","Monster Citron","Switzerland","Zürich",2,"2019-03-01","1,81"
1064682,"Region North 1","Monster Citron","United Kingdom","England",982,"2019-03-01","1,55"
1064683,"Region North 1","Monster Citron","United Kingdom","Scotland",168,"2019-03-01","1,55"
1064684,"Region North 1","Monster Citron","United Kingdom","Wales",16,"2019-03-01","1,55"
1064685,"Region Central","Rockstar Energy Zero Sugar","Germany","Hamburg",-4,"2019-03-01","1"
1064686,"Region Central","Rockstar Energy Zero Sugar","Germany","Saxony-Anhalt",-54,"2019-03-01","0,8"
1064687,"Region North 2","Rockstar Energy Zero Sugar","Norway","Rogaland",-9,"2019-03-01","1,3"
1064688,"Region Central","Red Bull","Germany","Lower Saxony",-5,"2019-03-01","1"
1064689,"Region North 2","Red Bull","Norway","Sør-Trøndelag",-3,"2019-03-01","1,04"
1064690,"Region South","Monster Energy Absolutely Zero","Italy","Lombardy",-15,"2019-03-01","1,32"
1064691,"Region North 2","Monster Energy Absolutely Zero","Sweden","Södermanland",-1,"2019-03-01","1,552"
1064692,"Region Central","Big Pump","Germany","Berlin",-6,"2019-03-01","0,92"
1064693,"Region Central","Monster Ultra White","Austria","Upper Austria",-3,"2019-03-01","1,99"
1064694,"Region South-West","Monster Ultra White","Spain","Castile and León",-2,"2019-03-01","1,61"
1064695,"Region North 2","Monster Ultra White","Sweden","Stockholm",-3,"2019-03-01","2,49"
1064696,"Region South-West","Red Bull Zero","Spain","Madrid",-10,"2019-03-01","0,64"
1064697,"Region Central","Rockstar Energy Zero Sugar","Austria","Carinthia",1717,"2019-03-02","1"
1064698,"Region Central","Rockstar Energy Zero Sugar","Austria","Salzburg",3892,"2019-03-02","1"
1064699,"Region Central","Rockstar Energy Zero Sugar","Austria","Styria",1973,"2019-03-02","1"
1064700,"Region Central","Rockstar Energy Zero Sugar","Austria","Tyrol",1832,"2019-03-02","1"
1064701,"Region Central","Rockstar Energy Zero Sugar","Austria","Upper Austria",3741,"2019-03-02","1"
1064702,"Region Central","Rockstar Energy Zero Sugar","Austria","Vienna",5660,"2019-03-02","1"
1064703,"Region North 2","Rockstar Energy Zero Sugar","Denmark","Central Jutland",3505,"2019-03-02","0,88"
1064704,"Region North 2","Rockstar Energy Zero Sugar","Denmark","Hovedstaden",6490,"2019-03-02","1,1"
1064705,"Region North 2","Rockstar Energy Zero Sugar","Denmark","South Denmark",1326,"2019-03-02","1,1"
1064706,"Region North 2","Rockstar Energy Zero Sugar","Denmark","Zealand",1476,"2019-03-02","1,1"
1064707,"Region North 2","Rockstar Energy Zero Sugar","Finland","Finland Proper",2243,"2019-03-02","1,03"
1064708,"Region North 2","Rockstar Energy Zero Sugar","Finland","Kymenlaakso",1496,"2019-03-02","1,03"
1064709,"Region North 2","Rockstar Energy Zero Sugar","Finland","Uusimaa",862,"2019-03-02","0,824"
1064710,"Region Central","Rockstar Energy Zero Sugar","Germany","Baden-Württemberg",17669,"2019-03-02","1"
1064711,"Region Central","Rockstar Energy Zero Sugar","Germany","Bavaria",13258,"2019-03-02","1"
1064712,"Region Central","Rockstar Energy Zero Sugar","Germany","Berlin",4418,"2019-03-02","1"
1064713,"Region Central","Rockstar Energy Zero Sugar","Germany","Brandenburg",10045,"2019-03-02","1"
1064714,"Region Central","Rockstar Energy Zero Sugar","Germany","Bremen",1303,"2019-03-02","1"
1064715,"Region Central","Rockstar Energy Zero Sugar","Germany","Hamburg",2900,"2019-03-02","1"
1064716,"Region Central","Rockstar Energy Zero Sugar","Germany","Hesse",9331,"2019-03-02","1"
1064717,"Region Central","Rockstar Energy Zero Sugar","Germany","Lower Saxony",7558,"2019-03-02","1"
1064718,"Region Central","Rockstar Energy Zero Sugar","Germany","Mecklenburg-Vorpommern",1494,"2019-03-02","1"
1064719,"Region Central","Rockstar Energy Zero Sugar","Germany","North Rhine-Westphalia",19677,"2019-03-02","0,8"
1064720,"Region Central","Rockstar Energy Zero Sugar","Germany","Rhineland-Palatinate",12075,"2019-03-02","1"
1064721,"Region Central","Rockstar Energy Zero Sugar","Germany","Saarland",1669,"2019-03-02","0,8"
1064722,"Region Central","Rockstar Energy Zero Sugar","Germany","Saxony",9206,"2019-03-02","1"
1064723,"Region Central","Rockstar Energy Zero Sugar","Germany","Saxony-Anhalt",6578,"2019-03-02","1"
1064724,"Region Central","Rockstar Energy Zero Sugar","Germany","Schleswig-Holstein",4164,"2019-03-02","1"
1064725,"Region Central","Rockstar Energy Zero Sugar","Germany","Thuringia",10980,"2019-03-02","0,8"
1064726,"Region North 1","Rockstar Energy Zero Sugar","Ireland","Cork",2022,"2019-03-02","0,93"
1064727,"Region North 1","Rockstar Energy Zero Sugar","Ireland","Dublin",5043,"2019-03-02","0,93"
1064728,"Region North 1","Rockstar Energy Zero Sugar","Ireland","Galway",877,"2019-03-02","0,93"
1064729,"Region North 1","Rockstar Energy Zero Sugar","Ireland","South Dublin",3016,"2019-03-02","0,93"
1064730,"Region South","Rockstar Energy Zero Sugar","Italy","Abruzzi",5187,"2019-03-02","0,85"
1064731,"Region South","Rockstar Energy Zero Sugar","Italy","Apulia",4866,"2019-03-02","0,85"
1064732,"Region South","Rockstar Energy Zero Sugar","Italy","Basilicata",5399,"2019-03-02","0,85"
1064733,"Region South","Rockstar Energy Zero Sugar","Italy","Calabria",3420,"2019-03-02","0,85"
1064734,"Region South","Rockstar Energy Zero Sugar","Italy","Campania",5163,"2019-03-02","0,85"
1064735,"Region South","Rockstar Energy Zero Sugar","Italy","Emilia-Romagna",9851,"2019-03-02","0,85"
1064736,"Region South","Rockstar Energy Zero Sugar","Italy","Friuli-Venezia Giulia",4730,"2019-03-02","0,85"
1064737,"Region South","Rockstar Energy Zero Sugar","Italy","Lazio",5351,"2019-03-02","0,85"
1064738,"Region South","Rockstar Energy Zero Sugar","Italy","Liguria",10889,"2019-03-02","0,85"
1064739,"Region South","Rockstar Energy Zero Sugar","Italy","Lombardy",7893,"2019-03-02","0,85"
1064740,"Region South","Rockstar Energy Zero Sugar","Italy","Marche",4798,"2019-03-02","0,85"
1064741,"Region South","Rockstar Energy Zero Sugar","Italy","Piedmont",9882,"2019-03-02","0,85"
1064742,"Region South","Rockstar Energy Zero Sugar","Italy","Sardinia",1432,"2019-03-02","0,85"
1064743,"Region South","Rockstar Energy Zero Sugar","Italy","Sicily",5274,"2019-03-02","0,85"
1064744,"Region South","Rockstar Energy Zero Sugar","Italy","Trentino-Alto Adige",5524,"2019-03-02","0,85"
1064745,"Region South","Rockstar Energy Zero Sugar","Italy","Tuscany",6668,"2019-03-02","0,85"
1064746,"Region South","Rockstar Energy Zero Sugar","Italy","Umbria",5067,"2019-03-02","0,85"
1064747,"Region South","Rockstar Energy Zero Sugar","Italy","Veneto",4801,"2019-03-02","0,85"
1064748,"Region South","Rockstar Energy Zero Sugar","Italy","Molise",3378,"2019-03-02","0,68"
1064749,"Region North 2","Rockstar Energy Zero Sugar","Norway","Akershus",1375,"2019-03-02","1,3"
1064750,"Region North 2","Rockstar Energy Zero Sugar","Norway","Hordaland",1190,"2019-03-02","1,3"
1064751,"Region North 2","Rockstar Energy Zero Sugar","Norway","Rogaland",1055,"2019-03-02","1,3"
1064752,"Region North 2","Rockstar Energy Zero Sugar","Norway","Sør-Trøndelag",932,"2019-03-02","1,3"
1064753,"Region North 2","Rockstar Energy Zero Sugar","Norway","Østfold",673,"2019-03-02","1,3"
1064754,"Region North 2","Rockstar Energy Zero Sugar","Norway","Buskerud",600,"2019-03-02","1,3"
1064755,"Region North 2","Rockstar Energy Zero Sugar","Norway","Møre og Romsdal",552,"2019-03-02","1,3"
1064756,"Region North 2","Rockstar Energy Zero Sugar","Norway","Vestfold",576,"2019-03-02","1,3"
1064757,"Region North 2","Rockstar Energy Zero Sugar","Norway","Nordland",52,"2019-03-02","1,3"
1064758,"Region North 2","Rockstar Energy Zero Sugar","Norway","Hedmark",525,"2019-03-02","1,3"
1064759,"Region North 2","Rockstar Energy Zero Sugar","Norway","Oppland",377,"2019-03-02","1,3"
1064760,"Region North 2","Rockstar Energy Zero Sugar","Norway","Vest-Agder",386,"2019-03-02","1,3"
1064761,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Stockholm",5491,"2019-03-02","1,25"
1064762,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Västra Götaland",3855,"2019-03-02","1,25"
1064763,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Skåne",3324,"2019-03-02","1,25"
1064764,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Östergötland",1114,"2019-03-02","1,25"
1064765,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Uppsala",752,"2019-03-02","1,25"
1064766,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Jönköping",775,"2019-03-02","1,25"
1064767,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Halland",79,"2019-03-02","1,25"
1064768,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Örebro",736,"2019-03-02","1,25"
1064769,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Gävleborg",71,"2019-03-02","1,25"
1064770,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Södermanland",743,"2019-03-02","1"
1064771,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Basel-Stadt",465,"2019-03-02","1,34"
1064772,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Bern",304,"2019-03-02","1,34"
1064773,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Geneva",150,"2019-03-02","1,34"
1064774,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Lucerne",166,"2019-03-02","1,072"
1064775,"Region Central","Rockstar Energy Zero Sugar","Switzerland","St. Gallen",165,"2019-03-02","1,34"
1064776,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Vaud",155,"2019-03-02","1,34"
1064777,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Zürich",462,"2019-03-02","1,34"
1064778,"Region North 1","Rockstar Energy Zero Sugar","United Kingdom","England",80175,"2019-03-02","1,15"
1064779,"Region North 1","Rockstar Energy Zero Sugar","United Kingdom","Scotland",15016,"2019-03-02","1,15"
1064780,"Region North 1","Rockstar Energy Zero Sugar","United Kingdom","Wales",1376,"2019-03-02","1,15"
1064781,"Region Central","Red Bull","Austria","Carinthia",693,"2019-03-02","1"
1064782,"Region Central","Red Bull","Austria","Salzburg",1513,"2019-03-02","1"
1064783,"Region Central","Red Bull","Austria","Styria",810,"2019-03-02","0,8"
1064784,"Region Central","Red Bull","Austria","Tyrol",634,"2019-03-02","1"
1064785,"Region Central","Red Bull","Austria","Upper Austria",1431,"2019-03-02","1"
1064786,"Region Central","Red Bull","Austria","Vienna",2070,"2019-03-02","1"
1064787,"Region West","Red Bull","Belgium","Antwerp",1889,"2019-03-02","0,95"
1064788,"Region West","Red Bull","Belgium","Brussels",2242,"2019-03-02","0,95"
1064789,"Region West","Red Bull","Belgium","East Flanders",607,"2019-03-02","0,95"
1064790,"Region West","Red Bull","Belgium","Flemish Brabant",587,"2019-03-02","0,95"
1064791,"Region West","Red Bull","Belgium","Hainaut",539,"2019-03-02","0,95"
1064792,"Region West","Red Bull","Belgium","Limburg",1115,"2019-03-02","0,95"
1064793,"Region West","Red Bull","Belgium","Liège",608,"2019-03-02","0,95"
1064794,"Region West","Red Bull","Belgium","Namur",644,"2019-03-02","0,95"
1064795,"Region West","Red Bull","Belgium","West Flanders",656,"2019-03-02","0,95"
1064796,"Region North 2","Red Bull","Denmark","Central Jutland",908,"2019-03-02","1,1"
1064797,"Region North 2","Red Bull","Denmark","Hovedstaden",2953,"2019-03-02","0,88"
1064798,"Region North 2","Red Bull","Denmark","South Denmark",453,"2019-03-02","1,1"
1064799,"Region North 2","Red Bull","Denmark","Zealand",463,"2019-03-02","1,1"
1064800,"Region North 2","Red Bull","Finland","Finland Proper",670,"2019-03-02","1,03"
1064801,"Region North 2","Red Bull","Finland","Kymenlaakso",495,"2019-03-02","1,03"
1064802,"Region North 2","Red Bull","Finland","Uusimaa",258,"2019-03-02","1,03"
1064803,"Region West","Red Bull","France","Alsace-Champagne-Ardenne-Lorraine",4997,"2019-03-02","0,95"
1064804,"Region West","Red Bull","France","Aquitaine-Limousin-Poitou-Charentes",6456,"2019-03-02","0,95"
1064805,"Region West","Red Bull","France","Auvergne-Rhône-Alpes",2484,"2019-03-02","0,95"
1064806,"Region West","Red Bull","France","Brittany",10824,"2019-03-02","0,95"
1064807,"Region West","Red Bull","France","Bourgogne-Franche-Comté",2315,"2019-03-02","0,95"
1064808,"Region West","Red Bull","France","Centre-Val de Loire",2349,"2019-03-02","0,95"
1064809,"Region West","Red Bull","France","Corsica",2530,"2019-03-02","0,95"
1064810,"Region West","Red Bull","France","Ile-de-France",7826,"2019-03-02","0,76"
1064811,"Region West","Red Bull","France","Languedoc-Roussillon-Midi-Pyrénées",2354,"2019-03-02","0,95"
1064812,"Region West","Red Bull","France","Normandy",12545,"2019-03-02","0,95"
1064813,"Region West","Red Bull","France","Nord-Pas-de-Calais-Picardie",4250,"2019-03-02","0,95"
1064814,"Region West","Red Bull","France","Pays de la Loire",8475,"2019-03-02","0,95"
1064815,"Region West","Red Bull","France","Provence-Alpes-Côte d'Azur",2518,"2019-03-02","0,95"
1064816,"Region Central","Red Bull","Germany","Baden-Württemberg",6351,"2019-03-02","1"
1064817,"Region Central","Red Bull","Germany","Bavaria",5621,"2019-03-02","1"
1064818,"Region Central","Red Bull","Germany","Berlin",1756,"2019-03-02","1"
1064819,"Region Central","Red Bull","Germany","Brandenburg",3408,"2019-03-02","1"
1064820,"Region Central","Red Bull","Germany","Bremen",565,"2019-03-02","1"
1064821,"Region Central","Red Bull","Germany","Hamburg",1068,"2019-03-02","1"
1064822,"Region Central","Red Bull","Germany","Hesse",3493,"2019-03-02","1"
1064823,"Region Central","Red Bull","Germany","Lower Saxony",2642,"2019-03-02","1"
1064824,"Region Central","Red Bull","Germany","Mecklenburg-Vorpommern",562,"2019-03-02","1"
1064825,"Region Central","Red Bull","Germany","North Rhine-Westphalia",6387,"2019-03-02","1"
1064826,"Region Central","Red Bull","Germany","Rhineland-Palatinate",4818,"2019-03-02","1"
1064827,"Region Central","Red Bull","Germany","Saarland",504,"2019-03-02","1"
1064828,"Region Central","Red Bull","Germany","Saxony",4002,"2019-03-02","1"
1064829,"Region Central","Red Bull","Germany","Saxony-Anhalt",2955,"2019-03-02","1"
1064830,"Region Central","Red Bull","Germany","Schleswig-Holstein",1590,"2019-03-02","1"
1064831,"Region Central","Red Bull","Germany","Thuringia",3351,"2019-03-02","1"
1064832,"Region North 1","Red Bull","Ireland","Cork",500,"2019-03-02","0,93"
1064833,"Region North 1","Red Bull","Ireland","Dublin",1284,"2019-03-02","0,93"
1064834,"Region North 1","Red Bull","Ireland","Galway",267,"2019-03-02","0,93"
1064835,"Region North 1","Red Bull","Ireland","South Dublin",895,"2019-03-02","0,93"
1064836,"Region South","Red Bull","Italy","Abruzzi",1969,"2019-03-02","0,85"
1064837,"Region South","Red Bull","Italy","Apulia",1759,"2019-03-02","0,85"
1064838,"Region South","Red Bull","Italy","Basilicata",1957,"2019-03-02","0,85"
1064839,"Region South","Red Bull","Italy","Calabria",1369,"2019-03-02","0,68"
1064840,"Region South","Red Bull","Italy","Campania",2037,"2019-03-02","0,85"
1064841,"Region South","Red Bull","Italy","Emilia-Romagna",3553,"2019-03-02","0,85"
1064842,"Region South","Red Bull","Italy","Friuli-Venezia Giulia",2399,"2019-03-02","0,68"
1064843,"Region South","Red Bull","Italy","Lazio",2041,"2019-03-02","0,85"
1064844,"Region South","Red Bull","Italy","Liguria",5205,"2019-03-02","0,68"
1064845,"Region South","Red Bull","Italy","Lombardy",3102,"2019-03-02","0,85"
1064846,"Region South","Red Bull","Italy","Marche",1739,"2019-03-02","0,85"
1064847,"Region South","Red Bull","Italy","Piedmont",3556,"2019-03-02","0,85"
1064848,"Region South","Red Bull","Italy","Sardinia",529,"2019-03-02","0,85"
1064849,"Region South","Red Bull","Italy","Sicily",1722,"2019-03-02","0,85"
1064850,"Region South","Red Bull","Italy","Trentino-Alto Adige",1752,"2019-03-02","0,85"
1064851,"Region South","Red Bull","Italy","Tuscany",2567,"2019-03-02","0,85"
1064852,"Region South","Red Bull","Italy","Umbria",1782,"2019-03-02","0,85"
1064853,"Region South","Red Bull","Italy","Veneto",2351,"2019-03-02","0,68"
1064854,"Region South","Red Bull","Italy","Molise",1000,"2019-03-02","0,85"
1064855,"Region West","Red Bull","Netherlands","Drenthe",2379,"2019-03-02","1,1"
1064856,"Region West","Red Bull","Netherlands","Friesland",1637,"2019-03-02","1,1"
1064857,"Region West","Red Bull","Netherlands","Gelderland",2293,"2019-03-02","1,1"
1064858,"Region West","Red Bull","Netherlands","Groningen",1484,"2019-03-02","1,1"
1064859,"Region West","Red Bull","Netherlands","Limburg",2665,"2019-03-02","0,88"
1064860,"Region West","Red Bull","Netherlands","North Brabant",3396,"2019-03-02","1,1"
1064861,"Region West","Red Bull","Netherlands","North Holland",3283,"2019-03-02","0,88"
1064862,"Region West","Red Bull","Netherlands","Overijssel",2922,"2019-03-02","1,1"
1064863,"Region West","Red Bull","Netherlands","South Holland",2767,"2019-03-02","1,1"
1064864,"Region West","Red Bull","Netherlands","Utrecht",2064,"2019-03-02","1,1"
1064865,"Region West","Red Bull","Netherlands","Zeeland",2449,"2019-03-02","1,1"
1064866,"Region North 2","Red Bull","Norway","Akershus",588,"2019-03-02","1,04"
1064867,"Region North 2","Red Bull","Norway","Hordaland",391,"2019-03-02","1,3"
1064868,"Region North 2","Red Bull","Norway","Rogaland",368,"2019-03-02","1,3"
1064869,"Region North 2","Red Bull","Norway","Sør-Trøndelag",354,"2019-03-02","1,3"
1064870,"Region North 2","Red Bull","Norway","Østfold",205,"2019-03-02","1,3"
1064871,"Region North 2","Red Bull","Norway","Buskerud",216,"2019-03-02","1,3"
1064872,"Region North 2","Red Bull","Norway","Møre og Romsdal",212,"2019-03-02","1,3"
1064873,"Region North 2","Red Bull","Norway","Vestfold",208,"2019-03-02","1,3"
1064874,"Region North 2","Red Bull","Norway","Nordland",16,"2019-03-02","1,3"
1064875,"Region North 2","Red Bull","Norway","Hedmark",170,"2019-03-02","1,3"
1064876,"Region North 2","Red Bull","Norway","Oppland",141,"2019-03-02","1,3"
1064877,"Region North 2","Red Bull","Norway","Vest-Agder",127,"2019-03-02","1,3"
1064878,"Region South-West","Red Bull","Portugal","Aveiro",940,"2019-03-02","0,64"
1064879,"Region South-West","Red Bull","Portugal","Braga",1858,"2019-03-02","0,64"
1064880,"Region South-West","Red Bull","Portugal","Coimbra",1058,"2019-03-02","0,64"
1064881,"Region South-West","Red Bull","Portugal","Lisboa",3758,"2019-03-02","0,8"
1064882,"Region South-West","Red Bull","Portugal","Porto",3210,"2019-03-02","0,64"
1064883,"Region South-West","Red Bull","Portugal","Setúbal",735,"2019-03-02","0,8"
1064884,"Region South-West","Red Bull","Spain","Andalusía",1383,"2019-03-02","0,648"
1064885,"Region South-West","Red Bull","Spain","Asturias",3043,"2019-03-02","0,648"
1064886,"Region South-West","Red Bull","Spain","Balearic Islands",3810,"2019-03-02","0,81"
1064887,"Region South-West","Red Bull","Spain","Basque Country",1184,"2019-03-02","0,81"
1064888,"Region South-West","Red Bull","Spain","Cantabria",1262,"2019-03-02","0,81"
1064889,"Region South-West","Red Bull","Spain","Castile and León",3946,"2019-03-02","0,81"
1064890,"Region South-West","Red Bull","Spain","Castile-La Mancha",2271,"2019-03-02","0,81"
1064891,"Region South-West","Red Bull","Spain","Catalonia",9054,"2019-03-02","0,81"
1064892,"Region South-West","Red Bull","Spain","Aragon",6334,"2019-03-02","0,81"
1064893,"Region South-West","Red Bull","Spain","Extremadura",1255,"2019-03-02","0,81"
1064894,"Region South-West","Red Bull","Spain","Galicia",4414,"2019-03-02","0,81"
1064895,"Region South-West","Red Bull","Spain","Madrid",7096,"2019-03-02","0,81"
1064896,"Region South-West","Red Bull","Spain","La Rioja",1141,"2019-03-02","0,81"
1064897,"Region South-West","Red Bull","Spain","Murcia",1114,"2019-03-02","0,81"
1064898,"Region South-West","Red Bull","Spain","Navarra",1305,"2019-03-02","0,648"
1064899,"Region South-West","Red Bull","Spain","Valenciana",6451,"2019-03-02","0,81"
1064900,"Region North 2","Red Bull","Sweden","Stockholm",1794,"2019-03-02","1,25"
1064901,"Region North 2","Red Bull","Sweden","Västra Götaland",1605,"2019-03-02","1"
1064902,"Region North 2","Red Bull","Sweden","Skåne",1156,"2019-03-02","1,25"
1064903,"Region North 2","Red Bull","Sweden","Östergötland",362,"2019-03-02","1,25"
1064904,"Region North 2","Red Bull","Sweden","Uppsala",323,"2019-03-02","1,25"
1064905,"Region North 2","Red Bull","Sweden","Jönköping",284,"2019-03-02","1,25"
1064906,"Region North 2","Red Bull","Sweden","Halland",29,"2019-03-02","1"
1064907,"Region North 2","Red Bull","Sweden","Örebro",252,"2019-03-02","1,25"
1064908,"Region North 2","Red Bull","Sweden","Gävleborg",25,"2019-03-02","1,25"
1064909,"Region North 2","Red Bull","Sweden","Södermanland",243,"2019-03-02","1,25"
1064910,"Region Central","Red Bull","Switzerland","Basel-Stadt",189,"2019-03-02","1,34"
1064911,"Region Central","Red Bull","Switzerland","Bern",112,"2019-03-02","1,34"
1064912,"Region Central","Red Bull","Switzerland","Geneva",69,"2019-03-02","1,072"
1064913,"Region Central","Red Bull","Switzerland","Lucerne",70,"2019-03-02","1,072"
